name,한글공항명,code,공항코드2(ICAO),공항운영상태구분
Ajibata Sibisa Airport,아지바타 시비사 공항,SIW,WIMP,기존공항
Pardubice Airport,파르두비체 공항,PED,LKPD,기존공항
Parintins Julio Belem Airport,파린틴스 훌리오 벨렘 공항,PIN,SWPI,기존공항
Paris Beauvais-Tille Airport,보배 공항 ,BVA,LFOB,기존공항
Paris Charles de Gaulle Airport,샤를 드 골 공항,CDG,LFPG,기존공항
Paris Le Bourget Airport,르부르제 공항,LBG,LFPB,기존공항
Paris Orly Airport,오를리 공항,ORY,LFPO,기존공항
Paris Pontoise-Cormeilles Airport,세르지 퐁트와즈 공항  ,POX,LFPT,기존공항
Parkersburg Mid-Ohio Valley Regional Airport,미드 오하이오 밸리 지역공항,PKB,KPKB,기존공항
Parkes Airport,파크스 공항,PKE,YPKS,기존공항
Parnaiba Joao Silva Filho Airport,파르나이바 국제공항,PHB,SBPB,기존공항
Parnu Airport,파누 공항,EPU,EEPU,기존공항
Paro Airport,파로 공항,PBH,VQPR,기존공항
Paros Kampos Airport,파로스 내셔널 공항,PAS,LGPA,기존공항
Parsabad Airport,파사바드-모간 공항,PFQ,OITP,기존공항
Pasco Tri-Cities Airport,트라이시티즈 공항,PSC,KPSC,기존공항
Pasighat Airport,파씨갓 공항,IXT,VEPG,기존공항
Pasir Pengaraian Airport,파시르 펭가라안 공항,PPR,WIDE,기존공항
Pasni Airport,파스니 공항,PSI,OPPI,기존공항
Passo Fundo Lauro Kurtz Airport,라오루 쿠르츠 공항,PFB,SBPF,기존공항
Pasto Antonio Narino Airport,캐노 공항 ,PSO,SKPS,기존공항
Pathankot Airport,패단콧 공군기지,IXP,VIPK,기존공항
Pathein Airport,파테인 공항,BSX,VYPN,기존공항
Patna Airport,록 나약 자야 프라카쉬 나라얀 공항 ,PAT,VEPT,기존공항
Pato Branco Juvenal Loureiro Cardoso Airport,파토브랑코 시공항,PTO,SSPB,기존공항
Patrai Araxos Airport,아락소스 공항,GPA,LGRX,기존공항
Pau Pyrenees Airport,퓌레네 공항,PUF,LFBP,기존공항
Paulo Afonso Airport,파울로아폰소 공항,PAV,SBUF,기존공항
Pavlodar Airport,파블로다르 공항,PWQ,UASP,기존공항
Peace River Airport,피스리버 공항,YPE,CYPE,기존공항
Pedro Juan Caballero Airport,페드로 후안 카바예로 공항,PJC,SGPJ,기존공항
Pekanbaru Sultan Syarif Kasim II Airport,심팡 티가 공항  ,PKU,WIBB,기존공항
Pellston Regional Airport,펠스톤 지역공항,PLN,KPLN,기존공항
Pelotas Federal Airport,주앙 시몽에스 로페스네투 국제공항,PET,SBPK,기존공항
Pemba Wawi Airport,와위 공항,PMA,HTPE,기존공항
Pemba Airport,펨바 / 펨바아일랜드 공항,POL,FQPB,기존공항
Penang International Airport,페낭 국제공항,PEN,WMKP,기존공항
Pendleton Eastern Oregon Regional Airport,이스턴 오리건 지역공항,PDT,KPDT,기존공항
Pensacola International Airport,펜서콜라 걸프 코스트 지역공항,PNS,KPNS,기존공항
Penticton Regional Airport,팬틱턴 공항,YYF,CYYF,기존공항
Penza Ternovka Airport,펜자 공항,PEZ,UWPP,기존공항
Peoria General Wayne A. Downing International Airport,그레이터 피오리아  공항,PIA,KPIA,기존공항
Pereira Matecana International Airport,마테카나 공항,PEI,SKPE,기존공항
Perigueux Bassillac Airport,페리그 공항,PGX,LFBX,기존공항
Perito Moreno Airport,페리토모레노 공항,PMQ,SAWP,기존공항
Perm Bolshoye Savino Airport,볼쇼이 사비노 공항,PEE,USPP,기존공항
Perpignan Rivesaltes Airport,리베살테 공항,PGF,LFMP,기존공항
Perugia San Francesco d'Assisi Airport,산트 에디지오 공항,PEG,LIRZ,기존공항
Pescara Abruzzo Airport,우브르조 국제공항,PSR,LIBP,기존공항
Peshawar Bacha Khan International Airport,페샤와르 국제공항,PEW,OPPS,기존공항
Peterborough Airport,피터보로우 공항,YPQ,CYPQ,기존공항
Petersburg James A Johnson Airport,피터즈버그 제임스 A. 존슨 공항,PSG,PAPG,기존공항
Petrolina Senador Nilo Coelho Airport,페트롤리나 국제공항,PNZ,SBPL,기존공항
Petropavl Airport,페트로파블 공항,PPK,UACP,기존공항
Petropavlovsk-Kamchatsky Airport,옐리초프 공항,PKC,UHPP,기존공항
Petrozavodsk Airport,베소베츠 공항,PES,ULPB,기존공항
Pevek Airport,페벡 공항,PWE,UHMP,기존공항
Phaplu Airport,파플루 공항,PPL,VNPL,기존공항
Phetchabun Airport,펫차분 공항,PHY,VTPB,기존공항
Philadelphia International Airport,필라델피아 국제공항,PHL,KPHL,기존공항
Phitsanulok Airport,피챠누록 공항,PHS,VTPP,기존공항
Phnom Penh International Airport,포켄통 공항,PNH,VDPP,기존공항
Phoenix Goodyear Airport,굿이어 시 공항,GYR,KGYR,기존공항
Phoenix Sky Harbor International Airport,피닉스 스카이하버 국제공항,PHX,KPHX,기존공항
Phosphate Hill The Monument Airport,인산염 언덕 기념비 공항,PHQ,YTMO,기존공항
Phrae Airport,프래 공항,PRH,VTCP,기존공항
Phu Quoc International Airport,두옹 당 공항,PQC,VVPQ,기존공항
Phuket International Airport,푸케트 섬 국제공항,HKT,VTSP,기존공항
Pickle Lake Airport,픽클 레이크 공항,YPL,CYPL,기존공항
Pico Airport,피코 공항,PIX,LPPI,기존공항
Piedras Negras Airport,피에드라네그라 국제공항,PDS,MMPG,기존공항
Pierre Regional Airport,피어 지역공항,PIR,KPIR,기존공항
Piestany Airport,피에타니 공항,PZY,LZPP,기존공항
Pietermaritzburg Airport,피터마리츠버그 공항,PZB,FAPM,기존공항
Polokwane Airport,폴로콰네 공항 ,PTG,FAPP,기존공항
Pike County Airport,파이크 군 공항,PVL,KPBX,기존공항
Marana Pinal Airpark,파이날 에어파크,MZJ,KMZJ,기존공항
Southern Pines Moore County Airport,무어 카운티 공항,SOP,KSOP,기존공항
Huizhou Pingtan Airport,혜주 핑탄 공항,HUZ,ZGHZ,기존공항
Ordu Giresun Airport,오르두개리 공항,OGU,LTCB,기존공항
Pisa Galileo Galilei Airport,갈릴레오 갈릴레이 공항  ,PSA,LIRP,기존공항
Pisco Renan Elias Olivera Airport,카피탄 FAP 레난 엘리아스 올리베라 공항,PIO,SPSO,기존공항
Pitalito Contador Airport,피탈리토 콘타도르 공항,PTX,SKPI,기존공항
Pittsburgh International Airport,피츠버그 국제공항,PIT,KPIT,기존공항
Pittsfield Municipal Airport,피츠버그 국제공항,PSF,KPSF,기존공항
Pituffik Airport,툴레 에어베이스,THU,BGTL,기존공항
Piura Airport,카피탄 FAP 길레르모 콘챠 이베리코 공항,PIU,SPUR,기존공항
Plastun Airport,플라스툰 공항,TLY,UHWP,기존공항
Plattsburgh International Airport,플랫츠버그 국제공항,PBG,KPBG,기존공항
Pleiku Airport,플레이쿠 공항,PXU,VVPK,기존공항
Plettenberg Bay Airport,플레텐버그베이 공항,PBZ,FAPG,기존공항
Plovdiv Krumovo Airport,쿠루모포 국제공항 ,PDV,LBPD,기존공항
Plymouth City Airport,플리머스 시티 공항,PLH,EGHD,기존공항
Plymouth Municipal Airport,플리머스 시립 공항,PYM,KPYM,기존공항
Pocatello Regional Airport,포카텔로 지역공항,PIH,KPIH,기존공항
Podgorica Golubovci Airport,포드고리카 공항,TGD,LYPG,기존공항
Pohang Gyeongju Airport,포항 공항,KPO,RKTH,기존공항
Pohnpei International Airport,폰페이 국제공항,PNI,PTPN,기존공항
Point Hope Airport,포인트호프 공항,PHO,PAPO,기존공항
Point Lay Dew Station Airport,듀 스테인션 공항  ,PIZ,PPIZ,기존공항
Pointe A Pitre Le Raizet Airport,르 레제 공항,PTP,TFFR,기존공항
Pointe Noire Airport,아고스티노 네토 국제공항,PNR,FCPP,기존공항
Poitiers Biard Airport,비어드 공항,PIS,LFBI,기존공항
Pokhara Airport,포카라 공항,PKR,VNPK,기존공항
Pokhara International Airport,포카라 공항,PKR,VNPK,기존공항
Hingurakgoda Minneriya Airport,힌구락고다 미네리야 공항,HIM,VCCH,기존공항
Polyarny Airport,폴리안니 공항,PYJ,UERP,기존공항
Ponce Mercedita Airport,메르세디타 공항,PSE,TJPS,기존공항
Pond Inlet Airport,폰드 인렛 공항,YIO,CYIO,기존공항
Puducherry Airport,퐁디셰리 공항,PNY,VOPC,기존공항
Ponta Delgada (Azores) Joao Paulo II Airport,노르델라 공항  ,PDL,LPPD,기존공항
Ponta Grossa Airport,산타 안나 공항,PGZ,SSZW,기존공항
Ponta Pora International Airport,폰타포라 국제공항,PMG,SBPP,기존공항
Pontiac Oakland County International Airport,폰티액 오클랜드 국제공항,PTK,KPTK,기존공항
Pontianak Supadio Airport,수팔디오 공항,PNK,WIOO,기존공항
Popayan Guillermo Leon Valencia Airport,마챵가라 공항  ,PPN,SKPP,기존공항
Popondetta Girua Airport,기루아 공항,PNP,AYGR,기존공항
Porbandar Airport,포르반다르 공항,PBD,VAPR,기존공항
Pori Airport,포리 공항,POR,EFPO,기존공항
Porlamar Del Caribe Gen S Marino Airport,제너랄 산티아고 마리노 공항,PMV,SVMG,기존공항
Edward River Airport,폼퓨라오 공항,EDR,YPMP,기존공항
Port Angeles William R Fairchild International Airport,윌리암 R. 페어차일드 국제공항,CLM,KCLM,기존공항
Port Au Prince Toussaint Louverture Airport,포르토프랭스 국제공항  ,PAP,MTPP,기존공항
Port Augusta Airport,포트오거스타 공항,PUG,YPAG,기존공항
Port Blair Airport,버 사바카르 공항,IXZ,VOPB,기존공항
Chief Dawid Stuurman International Airport,포트엘리자베스 공항,PLZ,FAPE,기존공항
Port Gentil Airport,포트 젠틸 공항,POG,FOOG,기존공항
Port Harcourt International Airport,포트하커트 국제공항,PHC,DNPO,기존공항
Port Hardy Airport,포트하디 공항,YZT,CYZT,기존공항
Port Hedland International Airport,포트헤드랜드 국제공항,PHE,YPPD,기존공항
Port Heiden Airport,포트하이덴 공항,PTH,PAPH,기존공항
St Clair County International Airport,세인트클레어 카운티 국제공항,PHN,KPHN,기존공항
Port Lincoln Airport,포트링컨 공항,PLO,YPLC,기존공항
Port Macquarie Airport,포트매콰리 공항,PQQ,YPMQ,기존공항
Port Moresby Jacksons International Airport,잭슨 필드 공항,POM,AYPY,기존공항
Port Of Spain Piarco Airport,피아르코 공항,POS,TTPP,기존공항
Port Said Airport,포트사이드 공항,PSD,HEPS,기존공항
Port Sudan Airport,포트수단 공항,PZU,HSPN,기존공항
Port Vila Airport,보어필드 공항,VLI,NVVV,기존공항
Portage la Prairie Southport Airport,포타쥐 라 프레리 / 사우스포트 공항,YPG,CYPG,기존공항
Portimao Airport,포르티망 공항,PRM,LPPM,기존공항
Portland International Airport,포틀랜드 국제공항,PDX,KPDX,기존공항
Portland Victoria Airport,포틀랜드 공항,PTJ,YPOD,기존공항
Portland International Jetport,포틀랜드 국제제트포트 ,PWM,KPWM,기존공항
Port Menier Airport,포트 메니어 공항,YPN,CYPN,기존공항
Porto Francisco Sa Carneiro Airport,프란치스코 사 카르네이로 공항 ,OPO,LPPR,기존공항
Porto Alegre Salgado Filho Airport,살라도 핀호 공항,POA,SBPA,기존공항
Porto Santo Airport,포토산토 공항,PXO,LPPS,기존공항
Porto Seguro Airport,포르토세구로 공항,BPS,SBPS,기존공항
Porto Velho Airport,벨몬테 공항,PVH,SBPV,기존공항
Portoroz Airport,포토로즈 공항,POW,LJPZ,기존공항
Posadas Airport,제네랄 호세 데 산 마틴 공항,PSS,SARP,기존공항
Poso Kasiguncu Airport,카식군추 공항,PSJ,WAFP,기존공항
Potosi Captain Nicolas Rojas Airport,캡튼 니톨라스 호자스 공항,POI,SLPO,기존공항
Powell River Airport,파웰리버 공항,YPW,CYPW,기존공항
Poznan Lawica Airport,라위카 공항,POZ,EPPO,기존공항
Prague Vaclav Havel Airport,루이즈네 공항,PRG,LKPR,기존공항
Praia Nelson Mandela International Airport,프란시스코 멘데스 국제공항 ,RAI,GVNP,기존공항
Prescott Regional Airport,어니스트 A. 러브 필드,PRC,KPRC,기존공항
Presidente Prudente State Airport,닥터 아드헤마르 데 바로 공항,PPB,SBDN,기존공항
Presque Isle International Airport,프레스아일 시공항,PQI,KPQI,기존공항
Wonderboom National Airport,원더붐 공항,PRY,FAWB,기존공항
Preveza/Lefkada Aktion Airport,악티온 공항,PVK,LGPZ,기존공항
Prince Albert Airport,프린스 엘버트 공항 ,YPA,CYPA,기존공항
Prince George Airport,프린스죠지 공항,YXS,CYXS,기존공항
Prince Rupert Airport,딕비 아일랜드 공항,YPR,CYPR,기존공항
Principe Airport,프린시프 공항,PCP,FPPR,기존공항
Pristina International Airport,프리스티나 국제공항 아뎀 자샤리,PRN,BKPR,기존공항
Proserpine Whitsunday Coast Airport,휘천데이 코스트 공항,PPP,YBPN,기존공항
Providence T F Green Airport,프로비던스 TF 그린 공항,PVD,KPVD,기존공항
Providencia El Embrujo Airport,엘 엠부르조 공항,PVA,SKPV,기존공항
Providenciales International Airport,프로비던셜스 국제공항,PLS,MBPV,기존공항
Provideniya Airport,프로비데니야 공항,PVS,UHMD,기존공항
Provincetown Municipal Airport,프로빈스타운 시립 공항,PVC,KPVC,기존공항
Provo Municipal Airport,프로보 시공항,PVU,KPVU,기존공항
Deadhorse Airport,데드호스 공항,SCC,PASC,기존공항
Pskov Airport,프코브 공항,PKV,ULOO,기존공항
Pucallpa Airport,카피탄 롤덴 공항,PCL,SPCL,기존공항
Puebla Hermanos Serdan Airport,후에조트싱고 공항  ,PBC,MMPB,기존공항
Pueblo Airport,푸에블로 미모리얼 공항,PUB,KPUB,기존공항
Puerto Asis Tres de Mayo Airport,트레즈 데 마요 공항,PUU,SKAS,기존공항
Puerto Barrios Airport,푸에르토바리오스 공항,PBR,MGPB,기존공항
Puerto Cabezas Bilwi Airport,푸에르토카베사스 빌위 공항,PUZ,MNPC,기존공항
Puerto Carreno Airport,푸에르토카레뇨 공항,PCR,SKPC,기존공항
Puerto Deseado Airport,푸에르토데세아도 공항,PUD,SAWD,기존공항
Puerto Escondido Airport,푸에르토에스칸디도 국제공항,PXM,MMPS,기존공항
Puerto Inirida Obando Airport,오밴도 공항,PDA,SKPD,기존공항
Puerto Jimenez Airport,푸에르토 히메네스 공항,PJM,MRPJ,기존공항
Puerto Leguizamo Airport,코카야 공항,LQM,SKLG,기존공항
Puerto Lempira Airport,푸에르토 렘피라 공항,PEU,MHPL,기존공항
Puerto Madryn El Tehuelche Airport,엘 테휴엘체 공항,PMY,SAVY,기존공항
Puerto Maldonado Padre Aldamiz International Airport,파드레 호세 드 알다미즈 국제공항,PEM,SPTU,기존공항
Puerto Montt El Tepual Airport,테후알 공항,PMC,SCTE,기존공항
Puerto Natales Teniente Julio Gallardo Airport,테니엔테 훌리오 갈라도 공항,PNT,SCNT,기존공항
Puerto Plata Gregorio Luperon International Airport,라 유니온 공항  ,POP,MDPP,기존공항
Puerto Princesa Airport,푸에르토프린세사 공항,PPS,RPVP,기존공항
Puerto Suarez Airport,푸에르토 수아레즈 국제 공항,PSZ,SLPS,기존공항
Puerto Vallarta Ordaz Airport,릭 구스타보 디아 오르다즈 공항,PVR,MMPR,기존공항
Puka Puka Airport,푸카푸카 공항,PKP,NTGP,기존공항
Pula Airport,풀라 공항,PUY,LDPL,기존공항
Pullman Moscow Regional Airport,풀먼 모스카우 지역공항,PUW,KPUW,기존공항
Pune Lohegaon Airport,로헤가온 공항,PNQ,VAPO,기존공항
Juliaca Inca Manco Capac International Airport,잉카 망코 카팍 국제공항,JUL,SPJL,기존공항
Punta Arenas Presidente Carlos Ibanez Airport,프레지덴테 이바네즈 공항,PUQ,SCCI,기존공항
Buenos Aires Airport (Costa Rica),부에노스아이레스 공항(코스타리카),BAI,MRBA,기존공항
Punta Gorda Charlotte County Airport (US),푼타 고다 공항,PGD,KPGD,기존공항
Purbalingga General Soedirman Airport,푸르발링가 종합 쇠디르만 공항,PWL,WAHP,기존공항
Putao Airport,푸타오 공항,PBU,VYPT,기존공항
Puttaparthi Sri Sathya Sai Airport,스리 사티야 사이 공항,PUT,VOPN,기존공항
Povungnituk Puvirnituq Airport,푸버니투크 공항,YPX,CYPX,기존공항
Pyongyang Sunan International Airport,순안 국제공항  ,FNJ,ZKPY,기존공항
Qaanaaq Airport,쿠아나크 공항,NAQ,BGQQ,기존공항
Gabala International Airport,카발라 국제 공항,GBB,UBBQ,기존공항
Qaisumah Airport,퀘시마 국내공항,AQI,OEPA,기존공항
Qalah-ye Now Airport,콸라나우 공항,LQN,OAQN,기존공항
Qasigiannguit Airport,크리스티앙삽 공항,JCH,BGCH,기존공항
Qianjiang Wulingshan Airport,키안지앙 울산산 공항,JIQ,ZUQJ,기존공항
Qiemo Yudu Airport,치에모공항,IQM,ZWCM,기존공항
Broughton Island Airport,쿠이킥타르주악 공항,YVM,CYVM,기존공항
Qingdao Jiaodong International Airport,칭다오  리아우팅 국제공항,TAO,ZSQD,기존공항
Qingyang Xifeng Airport,경양 공항,IQN,ZLQY,기존공항
Qinhuangdao Shanhaiguan Airport,친황다오 산해관 공항,SHP,ZBSH,기존공항
Qinhuangdao Beidaihe Airport,친황다오 베이다이허 공항,BPE,ZBDH,기존공항
Qionghai Bo'ao Airport,충하이 보아 공항,BAR,ZJQH,기존공항
Qiqihar Sanjiazi Airport,치치하얼  공항,NDG,ZYQQ,기존공항
Quanzhou Jinjiang International Airport,취안저우 진장 공항,JJN,ZSQZ,기존공항
Quebec City Jean Lesage International Airport,퀘벡 시티 장 레사지 국제공항,YQB,CYQB,기존공항
Queenstown Airport,프랭크톤 공항,ZQN,NZQN,기존공항
Quelimane Airport,퀴리메인 공항,UEL,FQQL,기존공항
Quepos Airport,케포스 공항,XQP,MRQP,기존공항
Queretaro Intercontinental Airport,카레타로인터콘티넨탈 공항,QRO,MMQT,기존공항
